,oid,timestamp,rpid,uid,uname,content,likes,replies
5642,669801019,1601471752,3546372463,7917499,肥嘟嘟左卫门给我上,因果？原子的运动如果可以预测，那人无非也是一堆原子。所以[囧],0,0
3780,669801019,1601566785,3551115765,359105342,石洲の舟,物理规律是不变的吗,0,0
2814,669801019,1601873830,3565408992,8035455,朝阳月光,混沌的本质不是难算，而是微扰不可忽略。在线性规律里，初始条件改变一个小量，那结果也只会差距一个小量。但是在三体问题这种混沌理论里，只要初始条件有任何微扰，结果就会天翻地覆地变化。这才是混沌理论和决定论对立的原因，因为无限精确的测量是不可能的，所以决定论才不成立。,0,0
707,669801019,1647311305,105532762032,1078137199,托尔斯玛特,没有绝对自我的意志,0,0
4466,669801019,1601519582,3548112981,164707674,胖橘科长,我好想点赞，好想投币，好想收藏！！！可我白嫖的事实确实注定的！！！,0,0
5366,669801019,1601475350,3546613254,12082744,CarlHowell,应该参考了费曼的讲义,0,0
1291,669801019,1622019783,4624619425,391156369,34324643520_bili,我近期有一个想法，不知道前人有没有想过。四大基本力是不是只是作用与物质之间的力？能量与能量之间（如热能，水能，磁能等）是不是还有想四大基本力一样的一种力存在？在现实中，我们大多都是通过转化到热能进行能量使用的，而这导入了熵，这个推论是不是片面的，那会不会有一种能量是和热能一样反着来的，形成了熵的对立面。精神力和精神力之间是不是也有类似于力的存在？,1,3
2622,669801019,1602106841,3576752685,278283943,switch_shoulder,看来我一直认为世界上没有真随机是对的[呲牙],0,0
1167,669801019,1626690324,4945074229,316076971,不知道要起什么名字的,毕导什么时候才更新[阴险][阴险][阴险],0,0
3712,669801019,1601571791,3551392232,155916561,Anesein,从宇宙大爆炸那一刻开始，世界就是一个级联式的反应，这一步反应的产物，是下一步反应的底物，这一步反应的发生，注定了下一步反应的必定发生，只是先后而已。所以理论上宇宙大爆炸准备的物质基础已经注定了2020年的今天，世界是这个样子。我们每个人有的不同的性格，以及在对待每一件事情我们每个人做的决定，归根到底取决于一个人从小经历的环境的总和,0,0
1419,669801019,1617065933,4336544678,241865660,正义白嫖君,如果没有量子力学的不确定性，那么自由意志也无从谈起,0,0
3974,669801019,1601554125,3550175812,241762511,子夕四水,我的女朋友是理科生[惊喜],0,0
5867,669801019,1601469246,3546216215,270053871,夜光joker,毕导一直是高质量视频，但涨粉好慢啊！[小电视_嘟嘴],0,0
2024,669801019,1603794555,3643928230,114938878,何不迫害弑君者,在做各位有人看过《时间深渊》吗？,0,0
7010,669801019,1601459203,3545571307,285803367,灿若星河-,来了,0,0
5119,669801019,1601478938,3546868230,7400426,一只快乐的小香猪,谁说总走向无序？你刚洗完蓬松的头发鹅黄的长裙等游了不更规整了吗？,0,0
6625,669801019,1601461069,3545679364,478561,丶油炸小鲫鱼,"刚开头俺就想起了痛苦的回忆…
别人都是看完男朋友跟女朋友解释，我是看到一半他捅捅我说“我怎么有点跟不上了”，等电影散场还要跟他掰扯那段钳形作战是怎么完成的
[无语][无语]工科女的悲惨一生",0,0
3761,669801019,1601567419,3551156269,101025246,您濛鞠耔,除了热力学第二定律这么牛批的东西以外  上初中的时候就差不多想了个遍...然后发现有人想过了 于是这就是我现在读哲学的原因[喜极而泣][喜极而泣][喜极而泣],0,1
7210,669801019,1601459005,3545557422,87133474,冉冬阳l,哇前排,0,0
4284,669801019,1601529016,3548680753,435368910,HHHHoww,每次看完这种视频，对物理的求知欲就空前高涨，但一翻课本一做题又瞬间打回原形[捂脸],520,16
137,669801019,1693143701,183294966480,1909106806,慕若木,如果说结局已定，那么你现在所做的认为你所认为可以改变结局的任何一个步骤，或许，结局预判了你的预判，你以为你可以改变，实则还是在原来的结局[妙啊],1,0
6877,669801019,1601459850,3545599024,25662365,栗子不乖ぃ,完蛋了，听不懂了[2233娘_喝水],0,0
1095,669801019,1629040824,5169252003,212367055,雍辣背,细思极恐啊[灵魂出窍],0,0
1315,669801019,1620948155,4561308955,107689358,大约luna,时间不存在,0,0
1105,669801019,1628605600,5123763641,668869898,TREMINIEL,我看不懂缓存了看你也要管[藏狐],0,0
